name,genre,cleanGenre,kmeans_label
No Face No Name No Number,synth-pop,synth-pop,2
I Want to Know What Love Is,hard-rock,hard-rock,2
Santa Monica,grunge,grunge,2
I Saw The Light,honky-tonk,honky-tonk,2
Garden,grunge,grunge,2
Judas,dance,dance,2
Drive,"alt-rock, funk, grunge, metal",funk,2
Leah,rockabilly,rockabilly,2
Play Me,opera,opera,2
Figure.09,grunge,grunge,2
What A Wonderful World,"jazz, jazz, jazz",jazz,2
Spending My Time,swedish,swedish,2
No More Tears,"hard-rock, metal",hard-rock,2
Disciple,death-metal,death-metal,2
Lust For Life,punk-rock,punk-rock,2
Too Much Food,acoustic,acoustic,2
I'm Tore Down,"acoustic, blues",acoustic,2
Hello Mary Lou,country,country,2
"Eh, Eh (Nothing Else I Can Say)",dance,dance,2
the lonely,rock,rock,2
Million Reasons,dance,dance,2
My Friends,rock,rock,2
Dreamer,"hard-rock, metal",hard-rock,2
Hey!,synth-pop,synth-pop,2
Tempted,"power-pop, synth-pop",power-pop,2
Flux,"electro, indie-pop, indie",electro,2
Dance Of Death,hard-rock,hard-rock,2
One Of These Things First,british,british,2
Santa Baby,"electro, electro, electro, electro, electro, electro",electro,2
All This Time,piano,piano,2
Black,"alt-rock, grunge",alt-rock,2
arms,rock,rock,2
Just Breathe,grunge,grunge,2
Lights,"edm, electro, indie-pop, indie",edm,2
Cool for the Summer,dance,dance,2
The Kids Aren't Alright,emo,emo,2
Soldier of Fortune,"blues, hard-rock, psych-rock",blues,2
Bad Romance,"dance, dance, dance",dance,2
I'm So Tired Of It All,honky-tonk,honky-tonk,2
I'm a Believer,psych-rock,psych-rock,2
Baby,pop,pop,2
Orchard Road,disco,disco,2
Someday,"grunge, metal",metal,2
Terrible Lie,industrial,industrial,2
Have A Nice Day,metal,metal,2
Place To Be,british,british,2
Stuck On You,disco,disco,2
Drummer Boy,"pop, pop, pop",pop,2
Love Conquers All,psych-rock,psych-rock,2
There's A Tear In My Beer,honky-tonk,honky-tonk,2
Missing You,bluegrass,bluegrass,2
No More Sorrow,"grunge, metal",metal,2
Poker Face,"dance, dance, dance, dance, dance, dance",dance,2
Whiskey In The Jar,"hard-rock, metal",hard-rock,2
From the Inside,grunge,grunge,2
Don't Go,synth-pop,synth-pop,2
If I Had You,rock,rock,2
If Everyone Cared,grunge,grunge,2
Rat Fink,hardcore,hardcore,2
What Hurts The Most,country,country,2
No Stranger to Shame,country,country,2
Animals,"alt-rock, alternative, grunge, metal",alt-rock,2
More Than I Can Say,disco,disco,2
When I Kissed The Teacher,swedish,swedish,2
Nightrain,hard-rock,hard-rock,2
Alone,hard-rock,hard-rock,2
They'll Never Take Her Love From Me,honky-tonk,honky-tonk,2
One,"hard-rock, metal",hard-rock,2
Waiting for the End,grunge,grunge,2
Bed Of Roses,metal,metal,2
I Know,piano,piano,2
Angel,hard-rock,hard-rock,2
21st Century Breakdown,punk,punk,2
True,synth-pop,synth-pop,2
Schism,"alt-rock, metal",alt-rock,2
Message To My Mother,honky-tonk,honky-tonk,2
Stay Away,grunge,grunge,2
Heart Of Gold,"singer-songwriter, songwriter",singer-songwriter,2
Living After Midnight,hard-rock,hard-rock,2
Over The Hill,"british, psych-rock",british,2
Hurt (Quiet),industrial,industrial,2
Don't Let The Sun Go Down On Me,piano,piano,2
Icky Thump,"blues, garage, punk-rock, punk",garage,2
I'll Be a Bachelor 'Til I Die,honky-tonk,honky-tonk,2
Amarillo By Morning,country,country,2
And I Love You So,"j-pop, jazz",j-pop,2
"This Ain't A Scene, It's An Arms Race",emo,emo,2
Breathe,country,country,2
Ordinary Human,piano,piano,2
Driving Home for Christmas,blues,blues,2
I'm Coming Out,"disco, disco, soul, soul",disco,2
Third Day Of A Seven Day Binge,industrial,industrial,2
Criminal,piano,piano,2
Forever,hard-rock,hard-rock,2
Doreen,power-pop,power-pop,2
Nobody Home,psych-rock,psych-rock,2
Last Kiss,"alt-rock, grunge",alt-rock,2
Lounge Act,grunge,grunge,2
Savin' Me,"grunge, metal",metal,2
Tourniquet,industrial,industrial,2
Ball and Biscuit,garage,garage,2
I Won't Give Up,acoustic,acoustic,2
Beautiful Monster,dance,dance,2
What I've Done,grunge,grunge,2
Jet Airliner,synth-pop,synth-pop,2
"Hey, Good Lookin'",honky-tonk,honky-tonk,2
Papa Gene's Blues,psych-rock,psych-rock,2
"On Love, in Sadness",acoustic,acoustic,2
Good Life,"piano, rock",piano,2
Mama Said Knock You Out,hardcore,hardcore,2
A Great Big Sled,"alt-rock, alt-rock, alternative, alternative, dance, dance, rock, rock",dance,2
If It Kills Me,"acoustic, rock",acoustic,2
Hey Joe,"blues, hard-rock, metal, psych-rock",blues,2
Negative Creep,grunge,grunge,2
Meet Me under the Mistletoe,"country, country, country, gospel, gospel, gospel",gospel,2
Mama Said,hard-rock,hard-rock,2
The Same Parents,new-age,new-age,2
I'll Be Waiting,british,british,2
Dancing In the Dark,"singer-songwriter, songwriter",singer-songwriter,2
Ain't Your Mama,dance,dance,2
Scar Tissue,"alt-rock, alternative, funk, metal",funk,2
Easier to Run,grunge,grunge,2
It Will Rain,"dance, dance, pop",dance,2
Cheek To Cheek,"blues, jazz",jazz,2
I Talk To The Wind,"j-rock, psych-rock",j-rock,2
I Won't Be Home No More,honky-tonk,honky-tonk,2
Keep on Loving You,hard-rock,hard-rock,2
Immortals,emo,emo,2
On A Plain,grunge,grunge,2
If,psych-rock,psych-rock,2
You Never Let Go,world-music,world-music,2
Northern Sky,british,british,2
What I Got,ska,ska,2
Every Day Is Exactly The Same,industrial,industrial,2
Power,dance,dance,2
On My Mind,indie-pop,indie-pop,2
California Blue,rockabilly,rockabilly,2
Streets of Where I'm From,power-pop,power-pop,2
Help!,"british, psych-rock",british,2
Heirate mich,industrial,industrial,2
Come Back,grunge,grunge,2
The Truth Beneath The Rose,goth,goth,2
Keep Talking,psych-rock,psych-rock,2
Rope,grunge,grunge,2
Rotten Apple,grunge,grunge,2
All I Need,"goth, metal",goth,2
Plush,"grunge, hard-rock",hard-rock,2
Cheap Thrills,"dance, pop",dance,2
In Between,grunge,grunge,2
Piggy,industrial,industrial,2
Passing By,trip-hop,trip-hop,2
My Heart Bleeds No Longer,death-metal,death-metal,2
Just Dance,"dance, dance",dance,2
One Step Closer,grunge,grunge,2
This Afternoon,grunge,grunge,2
Sad But True,"hard-rock, metal",hard-rock,2
Missing You,bluegrass,bluegrass,2
I Think I'm Going To Kill Myself,piano,piano,2
Hole In My Soul,hard-rock,hard-rock,2
I Lived,"piano, rock",piano,2
Bless The Broken Road,country,country,2
Bad Moon Rising,country,country,2
Waiting for a Girl Like You,"hard-rock, rock",rock,2
I'm Every Woman,disco,disco,2
Since I Don't Have You,"hard-rock, metal",hard-rock,2
Serve The Servants,grunge,grunge,2
I'm Not Angry,power-pop,power-pop,2
Watch Me Bleed,synth-pop,synth-pop,2
Heartbeat,latin,latin,2
Hurt,country,country,2
Waterloo,swedish,swedish,2
I'll Never Get Out Of This World Alive,honky-tonk,honky-tonk,2
Photograph,"grunge, metal",metal,2
Book Of Saturday,psych-rock,psych-rock,2
Are You Gonna Go My Way,rock,rock,2
When They Come for Me,grunge,grunge,2
Weird Science,"synth-pop, synth-pop, synth-pop",synth-pop,2
Can't Fight This Feeling,hard-rock,hard-rock,2
Congratulations,rock-n-roll,rock-n-roll,2
All Shook Up,rockabilly,rockabilly,2
Waiting for a Girl like You,hard-rock,hard-rock,2
Midnight Rider,"blues, hard-rock, j-rock",j-rock,2
Dangerous,"dance, edm, pop",edm,2
With You,"grunge, metal",metal,2
You Raise Me Up,opera,opera,2
Easy,hard-rock,hard-rock,2
Stoneface,grunge,grunge,2
Mutter,industrial,industrial,2
Crawling,grunge,grunge,2
Writing On The Walls,metalcore,metalcore,2
Superlove,"rock, rock",rock,2
My Girl,"funk, soul",funk,2
Fernando,swedish,swedish,2
Once,grunge,grunge,2
Nothing Is Impossible,world-music,world-music,2
Flowers In December,"alt-rock, alternative",alt-rock,2
Sliver,grunge,grunge,2
Pink,hard-rock,hard-rock,2
Running on Empty,piano,piano,2
Hurt,industrial,industrial,2
Creep,grunge,grunge,2
Release,grunge,grunge,2
It Just Don't Matter Now,honky-tonk,honky-tonk,2
True Faith,synth-pop,synth-pop,2
Howlin' At The Moon,honky-tonk,honky-tonk,2
And I Love You So,"rock-n-roll, rockabilly",rock-n-roll,2
Lithium,"alt-rock, alternative, grunge",alt-rock,2
Breaking the Habit,"alternative, grunge, metal",alternative,2
Million Years Ago,"british, soul",british,2
Copy Of A,industrial,industrial,2
Floyd The Barber,grunge,grunge,2
Counting Stars,"piano, piano, piano, rock, rock, rock",piano,2
Sundown And Sorrow,honky-tonk,honky-tonk,2
All Apologies,grunge,grunge,2
Going Under,metal,metal,2
Why Can't This Be Love,hard-rock,hard-rock,2
Rock the Night,"hard-rock, swedish",swedish,2
Bizarre Love Triangle,synth-pop,synth-pop,2
What You Wanted,piano,piano,2
Won't Stop,piano,piano,2
Living in the Moment,acoustic,acoustic,2
Love Me Now,soul,soul,2
In the Middle of the Night,goth,goth,2
Lost for Words,psych-rock,psych-rock,2
I Stay Away,grunge,grunge,2
Little Christmas Tree,soul,soul,2
If I Didn't Love You,"power-pop, synth-pop",power-pop,2
Wonderful World,"blues, soul",soul,2
No Roads Left,grunge,grunge,2
"Money, Money, Money",swedish,swedish,2
Whiskey In The Jar,"blues, hard-rock",blues,2
Here I Go Again,british,british,2
Oh Me,grunge,grunge,2
Hounds Of Love,piano,piano,2
Ain't Nobody,disco,disco,2
Beyond The Invisible,new-age,new-age,2
Always On My Mind,"rock-n-roll, rockabilly",rock-n-roll,2
Used To Love Her,hard-rock,hard-rock,2
Heartbeat,synth-pop,synth-pop,2
Secret Agent Man,synth-pop,synth-pop,2
Sweet Emotion,hard-rock,hard-rock,2
On Top Of The World,rock,rock,2
LOST IN THE ECHO,"alternative, grunge, metal",alternative,2
Is This Love,british,british,2
Honky Tonk Blues,honky-tonk,honky-tonk,2
Outrageous,synth-pop,synth-pop,2
Laughter In The Rain,rockabilly,rockabilly,2
Busted,honky-tonk,honky-tonk,2
Super Trouper,swedish,swedish,2
Once Again,world-music,world-music,2
Am I Losing Your Memory Or Mine?,honky-tonk,honky-tonk,2
Cheri Cheri Lady,synth-pop,synth-pop,2
Forever and One (Neverland),hard-rock,hard-rock,2
Dreaming in Columbia,"death-metal, groove",groove,2
What Have I Done to Deserve This?,synth-pop,synth-pop,2
Head Over Heels,synth-pop,synth-pop,2
Runaway,"grunge, metal",metal,2
Never Gonna Be Alone,"grunge, metal",metal,2
Fool About You,honky-tonk,honky-tonk,2
Still Loving You,"german, hard-rock, metal",german,2
I'm Going Home,honky-tonk,honky-tonk,2
Shot in the Dark,goth,goth,2
Monkey Wrench,grunge,grunge,2
Babe,hard-rock,hard-rock,2
I'm Yours,acoustic,acoustic,2
Ave Maria,soul,soul,2
How to Disappear Completely,alt-rock,alt-rock,2
A Girl I Used To Know,honky-tonk,honky-tonk,2
Perfect Situation,power-pop,power-pop,2
One Last Time,dance,dance,2
Melt My Heart To Stone,british,british,2
A Lifetime to Regret,"honky-tonk, honky-tonk",honky-tonk,2
Yesterdays,hard-rock,hard-rock,2
Make It Wit Chu,blues,blues,2
Peppermint Winter,"indie-pop, indie-pop, indie-pop, indie-pop, indie, indie, indie, indie, rock, rock, rock, rock",indie-pop,2
Falling to Pieces,"hard-rock, metal",hard-rock,2
Thy Burdens Are Greater Than Mine,honky-tonk,honky-tonk,2
New York State of Mind,piano,piano,2
Lay All Your Love On Me,swedish,swedish,2
Beverly Hills,power-pop,power-pop,2
Time,psych-rock,psych-rock,2
Black Coffee In Bed,power-pop,power-pop,2
Everlong,"alt-rock, alternative, grunge, metal",alt-rock,2
Beyond The Sunset,honky-tonk,honky-tonk,2
St. Anger,hard-rock,hard-rock,2
What's Love Got to Do with It,disco,disco,2
It's Time,rock,rock,2
You Make Me Feel Like Dancing,disco,disco,2
Push,rock,rock,2
Dark Skies,bluegrass,bluegrass,2
Lying from You,grunge,grunge,2
It's a Sin,synth-pop,synth-pop,2
My Sweet Love Ain't Around,honky-tonk,honky-tonk,2
Don't Follow,grunge,grunge,2
Born This Way,dance,dance,2
Crazy Train,"hard-rock, metal",hard-rock,2
I Have A Dream,swedish,swedish,2
Highway Star,psych-rock,psych-rock,2
Lucky,acoustic,acoustic,2
Burning in the Skies,"grunge, metal",metal,2
Go With The Flow,"blues, metal",blues,2
No One Knows,"blues, metal, r-n-b",r-n-b,2
Radioactive,rock,rock,2
How You Remind Me,"alt-rock, alternative, grunge, metal",alt-rock,2
"Baby, It's Cold Outside","jazz, jazz",jazz,2
Big Me,grunge,grunge,2
Once I Was,psych-rock,psych-rock,2
Hometown Glory,british,british,2
Alone,disco,disco,2
Story of My Life,pop,pop,2
Love Hurts,"blues, hard-rock, metal",blues,2
Purple Haze,"blues, hard-rock, metal, psych-rock",blues,2
Creep,"alt-rock, alternative, indie, rock",indie,2
Slipping Through My Fingers,swedish,swedish,2
Don't Know Why,"j-pop, jazz",j-pop,2
Mistletoe,"pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop, pop",pop,2
Make You Feel My Love,soul,soul,2
Abracadabra,"blues, country, folk, psych-rock, singer-songwriter, songwriter",folk,2
My December,metal,metal,2
Born To Die,pop,pop,2
Love Came Down,world-music,world-music,2
Love In The Dark,"british, soul",british,2
Rockstar,"alt-rock, alternative, grunge, metal",alt-rock,2
Paradise City,"hard-rock, metal, rock",rock,2
Hear My Train a Comin',psych-rock,psych-rock,2
Patience,hard-rock,hard-rock,2
Burning Love,"rock-n-roll, rockabilly",rock-n-roll,2
The Mephistopheles Of Los Angeles,industrial,industrial,2
Thank You For The Music,swedish,swedish,2
You Lied,hardcore,hardcore,2
Pork And Beans,power-pop,power-pop,2
Heart-Shaped Box,"alt-rock, alternative, grunge",alt-rock,2
Massachusetts,disco,disco,2
Hash Pipe,power-pop,power-pop,2
Mea Culpa,new-age,new-age,2
It's So Easy,hard-rock,hard-rock,2
ATWA,metal,metal,2
Bone Dry,honky-tonk,honky-tonk,2
Why We Thugs,funk,funk,2
Honesty,piano,piano,2
Given Up,grunge,grunge,2
I'm Gonna Sing,honky-tonk,honky-tonk,2
Settin' The Woods On Fire,honky-tonk,honky-tonk,2
No Particular Place To Go,"rock-n-roll, rockabilly",rock-n-roll,2
Nobody's Fool,hard-rock,hard-rock,2
Bring Me To Life,"alternative, alternative, alternative, alternative, alternative, alternative, metal, metal, metal, metal, metal, metal",alternative,2
Faster,goth,goth,2
Lifetime To Regret,honky-tonk,honky-tonk,2
Santeria,ska,ska,2
Blister In The Sun,acoustic,acoustic,2
Sorry,pop,pop,2
I Want To Break Free,rock,rock,2
Fireflies,"indie-pop, indie-pop, indie, indie, rock, rock",indie-pop,2
Amon Belongs to Them,death-metal,death-metal,2
Only,industrial,industrial,2
Always on My Mind,synth-pop,synth-pop,2
I Want To Hold Your Hand,"british, psych-rock",british,2
American Woman,"rock, rock",rock,2
Hey Mama,edm,edm,2
Christmas Without You,piano,piano,2
Feeling Single-Seeing Double,honky-tonk,honky-tonk,2
River Lea,british,british,2
The Antichrist,death-metal,death-metal,2
Fell On Black Days,"grunge, hard-rock",hard-rock,2
March Of The Pigs,industrial,industrial,2
All You Need,ska,ska,2
Bloody Mary,dance,dance,2
Big Fool Of The Year,honky-tonk,honky-tonk,2
Hallelujah,"folk, singer-songwriter, songwriter",folk,2
Chasing Pavements,soul,soul,2
Reflection,show-tunes,show-tunes,2
UP,house,house,2
Against The Wind,hard-rock,hard-rock,2
Boulevard of Broken Dreams,punk,punk,2
Animal,hard-rock,hard-rock,2
"Endless, Nameless",grunge,grunge,2
Don't Shoot Me Santa,"alt-rock, alt-rock, alt-rock, alt-rock, alt-rock, alt-rock, alternative, alternative, alternative, alternative, alternative, alternative, dance, dance, dance, dance, dance, dance, rock, rock, rock, rock, rock, rock",dance,2
A Hard Act to Follow,honky-tonk,honky-tonk,2
Destiny,trip-hop,trip-hop,2
Funnel Of Love,"rock-n-roll, rockabilly",rock-n-roll,2
Black Girls,acoustic,acoustic,2
Paranoid,"hard-rock, metal",hard-rock,2
Rough Boy,"blues, country, hard-rock, rock",country,2
Why I Don't Believe In God,grunge,grunge,2
The Man Who Sold The World,"alt-rock, alternative, grunge",alt-rock,2
Black or White,soul,soul,2
Last Time Forever,power-pop,power-pop,2
Hymn for the Weekend,pop,pop,2
The Lucky One,country,country,2
Going Down,blues,blues,2
Sugar,metal,metal,2
Don't Stay,"grunge, metal",metal,2
Cheek To Cheek,"blues, blues, blues, jazz, jazz, jazz, jazz",jazz,2
The Wedding Dream,death-metal,death-metal,2
"Mama, I'm Coming Home","hard-rock, metal",hard-rock,2
Still Breathing,punk,punk,2
By Myself,grunge,grunge,2
All My Life,grunge,grunge,2
Mr. Brightside,"alt-rock, alternative, rock",alt-rock,2
Princess of the Possee,new-age,new-age,2
My Bucket's Got A Hole In It,honky-tonk,honky-tonk,2
Say It Ain't So,power-pop,power-pop,2
Time in a Bottle,"country, folk, singer-songwriter, songwriter",folk,2
Maggie May,rock,rock,2
Somebody Told Me,"alt-rock, alternative, dance",dance,2
Basket Case,punk,punk,2
In the End,grunge,grunge,2
Coming Undone,metal,metal,2
I'm A Long Gone Daddy,honky-tonk,honky-tonk,2
In Dreams,"rock-n-roll, rockabilly",rock-n-roll,2
Round and Round,synth-pop,synth-pop,2
Satellite of Love,psych-rock,psych-rock,2
Shadows In Silence,new-age,new-age,2
Ain't No Use,"blues, jazz, soul",soul,2
I'LL BE GONE,"grunge, metal",metal,2
I Guess That's Why They Call It The Blues,piano,piano,2
Fast Car,"folk, singer-songwriter, songwriter",folk,2
Ramblin' Man,honky-tonk,honky-tonk,2
Pardon Me,grunge,grunge,2
Only Thing I Ever Get For Christmas,pop,pop,2
Don't Let Me Be Misunderstood,"blues, jazz",jazz,2
Rock'n Me,psych-rock,psych-rock,2
Starseed,grunge,grunge,2
Bridge Over Troubled Water,"rock-n-roll, rockabilly",rock-n-roll,2
A Thousand Years,"dance, pop, rock",dance,2
My Heart Would Know,honky-tonk,honky-tonk,2
Jesus of Suburbia,punk,punk,2
Ride,rock,rock,2
Roll Over Beethoven,"rock-n-roll, rockabilly",rock-n-roll,2
Fly Away,rock,rock,2
Faint,"alternative, grunge, metal",alternative,2
The Day I Tried To Live,grunge,grunge,2
Alone Together,emo,emo,2
Stand My Ground,goth,goth,2
Talking to the Moon,"dance, pop",dance,2
So Sick,dance,dance,2
Only One,punk,punk,2
Future Days,grunge,grunge,2
I'll Be Seeing You,"blues, jazz",jazz,2
It's My Life,"metal, rock",rock,2
Summertime Sadness,pop,pop,2
Knocks Me Off My Feet,"funk, indie",indie,2
The Nobodies,industrial,industrial,2
The Winner Takes It All,swedish,swedish,2
Don't Let Me Cross Over,honky-tonk,honky-tonk,2
Blow Up The Outside World,grunge,grunge,2
I Shot The Sheriff,blues,blues,2
I Saw the Light,honky-tonk,honky-tonk,2
"Forever and Ever, Amen","country, gospel",gospel,2
King of All the World,power-pop,power-pop,2
A Sunday Kind Of Love,"blues, jazz",jazz,2
Ocean Avenue,punk,punk,2
Secrets,"piano, rock",piano,2
Lilac Wine,soul,soul,2
Wherever I May Roam,"hard-rock, metal",hard-rock,2
By the Way,"alt-rock, alternative, funk, metal, rock",funk,2
One And Only,british,british,2
I Love It Loud,hard-rock,hard-rock,2
Curbside Prophet,acoustic,acoustic,2
Choices,honky-tonk,honky-tonk,2
